"DateTime";"Players";"Average Players"
"2022-12-22 00:00:00";42476;34809
"2022-12-23 00:00:00";53175;45552
"2022-12-24 00:00:00";62290;52460
"2022-12-25 00:00:00";64159;55468
"2022-12-26 00:00:00";71354;60531
"2022-12-27 00:00:00";73312;63382
"2022-12-28 00:00:00";76364;64987
"2022-12-29 00:00:00";79202;67222
"2022-12-30 00:00:00";82864;70541
"2022-12-31 00:00:00";85651;72212
"2023-01-01 00:00:00";89723;76662
"2023-01-02 00:00:00";91801;82381
"2023-01-03 00:00:00";86631;74184
"2023-01-04 00:00:00";88742;73156
"2023-01-05 00:00:00";88151;72587
"2023-01-06 00:00:00";93457;75971
"2023-01-07 00:00:00";104312;86729
"2023-01-08 00:00:00";106913;89507
"2023-01-09 00:00:00";81045;69570
"2023-01-10 00:00:00";79276;65491
"2023-01-11 00:00:00";77078;63145
"2023-01-12 00:00:00";73768;61907
"2023-01-13 00:00:00";78714;64912
"2023-01-14 00:00:00";95550;79106
"2023-01-15 00:00:00";97376;82087
"2023-01-16 00:00:00";76399;66246
"2023-01-17 00:00:00";70212;59701
"2023-01-18 00:00:00";68175;56299
"2023-01-19 00:00:00";67643;57843
"2023-01-20 00:00:00";69985;59655
"2023-01-21 00:00:00";84579;70693
"2023-01-22 00:00:00";87848;74945
"2023-01-23 00:00:00";65610;58766
"2023-01-24 00:00:00";64303;57081
"2023-01-25 00:00:00";64506;56772
"2023-01-26 00:00:00";63756;56092
"2023-01-27 00:00:00";67368;58013
"2023-01-28 00:00:00";83035;69106
"2023-01-29 00:00:00";85483;72080
"2023-01-30 00:00:00";62487;55132
"2023-01-31 00:00:00";62378;53311
"2023-02-01 00:00:00";61693;52054
"2023-02-02 00:00:00";60643;51246
"2023-02-03 00:00:00";66203;54162
"2023-02-04 00:00:00";80705;67174
"2023-02-05 00:00:00";82173;70072
"2023-02-06 00:00:00";60131;51351
"2023-02-07 00:00:00";57738;47463
"2023-02-08 00:00:00";56027;45568
"2023-02-09 00:00:00";55346;45295
"2023-02-10 00:00:00";59413;47385
"2023-02-11 00:00:00";72846;59246
"2023-02-12 00:00:00";74140;62133
"2023-02-13 00:00:00";56082;45727
"2023-02-14 00:00:00";53496;42656
"2023-02-15 00:00:00";53869;42109
"2023-02-16 00:00:00";53763;42872
"2023-02-17 00:00:00";58848;46488
"2023-02-18 00:00:00";71668;57503
"2023-02-19 00:00:00";71708;60367
"2023-02-20 00:00:00";57887;48206
"2023-02-21 00:00:00";53740;43626
"2023-02-22 00:00:00";53730;43362
"2023-02-23 00:00:00";54134;43933
"2023-02-24 00:00:00";55361;44078
"2023-02-25 00:00:00";67121;54534
"2023-02-26 00:00:00";67335;56590
"2023-02-27 00:00:00";50421;41163
"2023-02-28 00:00:00";55189;42721
"2023-03-01 00:00:00";55050;44300
"2023-03-02 00:00:00";55532;44487
"2023-03-03 00:00:00";60124;47672
"2023-03-04 00:00:00";74131;60283
"2023-03-05 00:00:00";74740;62919
"2023-03-06 00:00:00";53807;45395
"2023-03-07 00:00:00";54145;43526
"2023-03-08 00:00:00";53279;42964
"2023-03-09 00:00:00";51995;42503
"2023-03-10 00:00:00";57180;45179
"2023-03-11 00:00:00";70523;57306
"2023-03-12 00:00:00";71543;59810
"2023-03-13 00:00:00";52172;43068
"2023-03-14 00:00:00";51828;41230
"2023-03-15 00:00:00";51380;40576
"2023-03-16 00:00:00";49925;39679
"2023-03-17 00:00:00";53979;41548
"2023-03-18 00:00:00";65288;51189
"2023-03-19 00:00:00";65715;53479
"2023-03-20 00:00:00";48532;38810
"2023-03-21 00:00:00";47647;38047
"2023-03-22 00:00:00";46180;36359
"2023-03-23 00:00:00";41925;32795
"2023-03-24 00:00:00";49453;36767
"2023-03-25 00:00:00";59695;45934
"2023-03-26 00:00:00";61855;47716
"2023-03-27 00:00:00";46494;34891
"2023-03-28 00:00:00";45767;33686
"2023-03-29 00:00:00";44975;33277
"2023-03-30 00:00:00";44684;33084
"2023-03-31 00:00:00";48691;35484
"2023-04-01 00:00:00";58457;44312
"2023-04-02 00:00:00";59445;46103
"2023-04-03 00:00:00";45291;34435
"2023-04-04 00:00:00";47166;34376
"2023-04-05 00:00:00";45090;36138
"2023-04-06 00:00:00";45717;33614
"2023-04-07 00:00:00";52364;37965
"2023-04-08 00:00:00";55428;42285
"2023-04-09 00:00:00";52760;42481
"2023-04-10 00:00:00";50213;35627
"2023-04-11 00:00:00";42467;30847
"2023-04-12 00:00:00";41017;29713
"2023-04-13 00:00:00";39691;28814
"2023-04-14 00:00:00";43496;31035
"2023-04-15 00:00:00";52158;39104
"2023-04-16 00:00:00";51836;40171
"2023-04-17 00:00:00";38321;28877
"2023-04-18 00:00:00";36923;27643
"2023-04-19 00:00:00";36584;27046
"2023-04-20 00:00:00";36097;26943
"2023-04-21 00:00:00";39789;28970
"2023-04-22 00:00:00";46426;36351
"2023-04-23 00:00:00";48967;36845
"2023-04-24 00:00:00";36830;27813
"2023-04-25 00:00:00";36068;27015
"2023-04-26 00:00:00";32758;25009
"2023-04-27 00:00:00";32122;24597
"2023-04-28 00:00:00";34267;26152
"2023-04-29 00:00:00";41783;33131
"2023-04-30 00:00:00";43676;35354
"2023-05-01 00:00:00";40361;31474
"2023-05-02 00:00:00";31921;26251
"2023-05-03 00:00:00";30916;25666
"2023-05-04 00:00:00";31508;24429
