Date,Avg_Player,Log_Player,Lag_Player,Discount_Ratio,Base_Price,Is_Weekend,Is_Holiday,Years_Since_Release,Trend_Index,Log_Twitch_Avg,Is_Major_Update,Is_Minor_Update
2023-03-22,46180.0,10.740323737069875,10.771595935483736,0.0,59.99,0,0,1.0712328767123287,0.13,0.0,0,0
2023-03-23,41925.0,10.643661438523829,10.740323737069875,0.0,59.99,0,0,1.073972602739726,0.13,0.0,0,0
2023-03-24,49453.0,10.80879822356712,10.643661438523829,0.0,59.99,0,0,1.0767123287671232,0.13,0.0,0,0
2023-03-25,59695.0,10.997020295460938,10.80879822356712,0.0,59.99,1,0,1.0794520547945206,0.13,0.0,0,0
2023-03-26,61855.0,11.032564382008058,10.997020295460938,0.0,59.99,1,0,1.082191780821918,0.13,0.0,0,0
2023-03-27,46494.0,10.747100058912297,11.032564382008058,0.0,59.99,0,0,1.084931506849315,0.13,0.0,0,0
2023-03-28,45767.0,10.731340435948365,10.747100058912297,0.0,59.99,0,0,1.0876712328767124,0.13,0.0,0,0
2023-03-29,44975.0,10.713884293146313,10.731340435948365,0.0,59.99,0,0,1.0904109589041096,0.13,0.0,0,0
2023-03-30,44684.0,10.707393153815492,10.713884293146313,0.0,59.99,0,0,1.093150684931507,0.13,0.0,0,0
2023-03-31,48691.0,10.793270024529487,10.707393153815492,0.0,59.99,0,0,1.095890410958904,0.13,0.0,0,0
2023-04-01,58457.0,10.976063826653396,10.793270024529487,0.0,59.99,1,0,1.0986301369863014,0.11,0.0,0,0
2023-04-02,59445.0,10.992823616423841,10.976063826653396,0.0,59.99,1,0,1.1013698630136985,0.11,0.0,0,0
2023-04-03,45291.0,10.72088569543393,10.992823616423841,0.0,59.99,0,0,1.104109589041096,0.11,0.0,0,0
2023-04-04,47166.0,10.761449774510156,10.72088569543393,0.0,59.99,0,0,1.106849315068493,0.11,0.0,0,0
2023-04-05,45090.0,10.716437949035694,10.761449774510156,0.0,59.99,0,0,1.1095890410958904,0.11,0.0,0,0
2023-04-06,45717.0,10.730247372419994,10.716437949035694,0.0,59.99,0,0,1.1123287671232878,0.11,0.0,0,0
2023-04-07,52364.0,10.865993708207245,10.730247372419994,0.0,59.99,0,0,1.115068493150685,0.11,0.0,0,0
2023-04-08,55428.0,10.922858201478968,10.865993708207245,0.0,59.99,1,0,1.1178082191780823,0.11,0.0,0,0
2023-04-09,52760.0,10.873527560404474,10.922858201478968,0.0,59.99,1,0,1.1205479452054794,0.11,0.0,0,0
2023-04-10,50213.0,10.82404915126093,10.873527560404474,0.0,59.99,0,0,1.1232876712328768,0.11,0.0,0,0
2023-04-11,42467.0,10.656506130133463,10.82404915126093,0.0,59.99,0,0,1.126027397260274,0.11,0.0,0,0
